OriginalURL,TargetFilename
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-002.jpg?height=486&width=1292&top_left_y=969&top_left_x=178,2025_05_05_bb7a9f6e05b71dd1aeeeg-002-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-004.jpg?height=437&width=672&top_left_y=818&top_left_x=868,2025_05_05_bb7a9f6e05b71dd1aeeeg-004-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-005.jpg?height=739&width=922&top_left_y=727&top_left_x=1828,2025_05_05_bb7a9f6e05b71dd1aeeeg-005-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-006.jpg?height=940&width=1422&top_left_y=585&top_left_x=1496,2025_05_05_bb7a9f6e05b71dd1aeeeg-006-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-007.jpg?height=512&width=411&top_left_y=1332&top_left_x=2427,2025_05_05_bb7a9f6e05b71dd1aeeeg-007-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-008.jpg?height=1127&width=1347&top_left_y=253&top_left_x=1489,2025_05_05_bb7a9f6e05b71dd1aeeeg-008-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-010.jpg?height=717&width=858&top_left_y=1181&top_left_x=436,2025_05_05_bb7a9f6e05b71dd1aeeeg-010-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-010.jpg?height=370&width=1075&top_left_y=665&top_left_x=1718,2025_05_05_bb7a9f6e05b71dd1aeeeg-010-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-010.jpg?height=311&width=1059&top_left_y=1377&top_left_x=1687,2025_05_05_bb7a9f6e05b71dd1aeeeg-010-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-011.jpg?height=329&width=1160&top_left_y=231&top_left_x=188,2025_05_05_bb7a9f6e05b71dd1aeeeg-011-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-011.jpg?height=348&width=1213&top_left_y=631&top_left_x=184,2025_05_05_bb7a9f6e05b71dd1aeeeg-011-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-011.jpg?height=378&width=1228&top_left_y=1049&top_left_x=184,2025_05_05_bb7a9f6e05b71dd1aeeeg-011-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-011.jpg?height=378&width=1230&top_left_y=1474&top_left_x=183,2025_05_05_bb7a9f6e05b71dd1aeeeg-011-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-012.jpg?height=348&width=1024&top_left_y=818&top_left_x=266,2025_05_05_bb7a9f6e05b71dd1aeeeg-012-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-012.jpg?height=165&width=511&top_left_y=1688&top_left_x=1907,2025_05_05_bb7a9f6e05b71dd1aeeeg-012-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-013.jpg?height=295&width=874&top_left_y=1217&top_left_x=402,2025_05_05_bb7a9f6e05b71dd1aeeeg-013-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-013.jpg?height=314&width=847&top_left_y=1707&top_left_x=337,2025_05_05_bb7a9f6e05b71dd1aeeeg-013-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-013.jpg?height=83&width=250&top_left_y=1178&top_left_x=1605,2025_05_05_bb7a9f6e05b71dd1aeeeg-013-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-013.jpg?height=71&width=213&top_left_y=1385&top_left_x=1646,2025_05_05_bb7a9f6e05b71dd1aeeeg-013-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-013.jpg?height=95&width=236&top_left_y=1660&top_left_x=1679,2025_05_05_bb7a9f6e05b71dd1aeeeg-013-5.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-014.jpg?height=87&width=229&top_left_y=158&top_left_x=303,2025_05_05_bb7a9f6e05b71dd1aeeeg-014-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-014.jpg?height=94&width=225&top_left_y=341&top_left_x=279,2025_05_05_bb7a9f6e05b71dd1aeeeg-014-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-014.jpg?height=86&width=228&top_left_y=464&top_left_x=281,2025_05_05_bb7a9f6e05b71dd1aeeeg-014-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-015.jpg?height=161&width=378&top_left_y=706&top_left_x=624,2025_05_05_bb7a9f6e05b71dd1aeeeg-015-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-015.jpg?height=270&width=385&top_left_y=219&top_left_x=2082,2025_05_05_bb7a9f6e05b71dd1aeeeg-015-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-015.jpg?height=192&width=490&top_left_y=590&top_left_x=2022,2025_05_05_bb7a9f6e05b71dd1aeeeg-015-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-015.jpg?height=106&width=388&top_left_y=991&top_left_x=958,2025_05_05_bb7a9f6e05b71dd1aeeeg-015-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-015.jpg?height=474&width=1241&top_left_y=1068&top_left_x=152,2025_05_05_bb7a9f6e05b71dd1aeeeg-015-5.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-015.jpg?height=355&width=822&top_left_y=1612&top_left_x=480,2025_05_05_bb7a9f6e05b71dd1aeeeg-015-6.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=228&width=534&top_left_y=378&top_left_x=285,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=191&width=605&top_left_y=919&top_left_x=227,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=198&width=587&top_left_y=50&top_left_x=1660,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=275&width=607&top_left_y=612&top_left_x=1620,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=192&width=624&top_left_y=1358&top_left_x=225,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-5.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=243&width=593&top_left_y=1161&top_left_x=1605,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-6.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-017.jpg?height=202&width=601&top_left_y=1573&top_left_x=1616,2025_05_05_bb7a9f6e05b71dd1aeeeg-017-7.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-018.jpg?height=240&width=586&top_left_y=335&top_left_x=259,2025_05_05_bb7a9f6e05b71dd1aeeeg-018-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-018.jpg?height=355&width=549&top_left_y=986&top_left_x=233,2025_05_05_bb7a9f6e05b71dd1aeeeg-018-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-018.jpg?height=288&width=545&top_left_y=80&top_left_x=1700,2025_05_05_bb7a9f6e05b71dd1aeeeg-018-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-018.jpg?height=325&width=839&top_left_y=926&top_left_x=1810,2025_05_05_bb7a9f6e05b71dd1aeeeg-018-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-018.jpg?height=352&width=251&top_left_y=1323&top_left_x=2350,2025_05_05_bb7a9f6e05b71dd1aeeeg-018-5.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-019.jpg?height=382&width=408&top_left_y=316&top_left_x=385,2025_05_05_bb7a9f6e05b71dd1aeeeg-019-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-019.jpg?height=392&width=441&top_left_y=960&top_left_x=361,2025_05_05_bb7a9f6e05b71dd1aeeeg-019-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-019.jpg?height=340&width=784&top_left_y=1530&top_left_x=365,2025_05_05_bb7a9f6e05b71dd1aeeeg-019-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-019.jpg?height=423&width=1130&top_left_y=1211&top_left_x=1657,2025_05_05_bb7a9f6e05b71dd1aeeeg-019-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-020.jpg?height=258&width=631&top_left_y=1355&top_left_x=132,2025_05_05_bb7a9f6e05b71dd1aeeeg-020-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-020.jpg?height=347&width=758&top_left_y=408&top_left_x=1709,2025_05_05_bb7a9f6e05b71dd1aeeeg-020-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-020.jpg?height=169&width=437&top_left_y=1698&top_left_x=1504,2025_05_05_bb7a9f6e05b71dd1aeeeg-020-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-021.jpg?height=393&width=669&top_left_y=452&top_left_x=150,2025_05_05_bb7a9f6e05b71dd1aeeeg-021-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-021.jpg?height=709&width=1399&top_left_y=1137&top_left_x=102,2025_05_05_bb7a9f6e05b71dd1aeeeg-021-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-021.jpg?height=584&width=697&top_left_y=476&top_left_x=1497,2025_05_05_bb7a9f6e05b71dd1aeeeg-021-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-022.jpg?height=485&width=669&top_left_y=369&top_left_x=1500,2025_05_05_bb7a9f6e05b71dd1aeeeg-022-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-022.jpg?height=687&width=597&top_left_y=1062&top_left_x=1547,2025_05_05_bb7a9f6e05b71dd1aeeeg-022-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-025.jpg?height=404&width=542&top_left_y=659&top_left_x=251,2025_05_05_bb7a9f6e05b71dd1aeeeg-025-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-025.jpg?height=400&width=516&top_left_y=1567&top_left_x=402,2025_05_05_bb7a9f6e05b71dd1aeeeg-025-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-027.jpg?height=549&width=508&top_left_y=333&top_left_x=559,2025_05_05_bb7a9f6e05b71dd1aeeeg-027-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-029.jpg?height=378&width=642&top_left_y=1593&top_left_x=484,2025_05_05_bb7a9f6e05b71dd1aeeeg-029-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-033.jpg?height=761&width=1526&top_left_y=548&top_left_x=42,2025_05_05_bb7a9f6e05b71dd1aeeeg-033-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-033.jpg?height=777&width=1198&top_left_y=857&top_left_x=1601,2025_05_05_bb7a9f6e05b71dd1aeeeg-033-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-033.jpg?height=117&width=342&top_left_y=1634&top_left_x=1850,2025_05_05_bb7a9f6e05b71dd1aeeeg-033-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-034.jpg?height=892&width=1190&top_left_y=967&top_left_x=1597,2025_05_05_bb7a9f6e05b71dd1aeeeg-034-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-037.jpg?height=1049&width=974&top_left_y=795&top_left_x=1705,2025_05_05_bb7a9f6e05b71dd1aeeeg-037-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-038.jpg?height=948&width=1451&top_left_y=89&top_left_x=65,2025_05_05_bb7a9f6e05b71dd1aeeeg-038-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-043.jpg?height=579&width=1172&top_left_y=292&top_left_x=242,2025_05_05_bb7a9f6e05b71dd1aeeeg-043-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-043.jpg?height=456&width=1283&top_left_y=540&top_left_x=1536,2025_05_05_bb7a9f6e05b71dd1aeeeg-043-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-047.jpg?height=146&width=1235&top_left_y=710&top_left_x=1560,2025_05_05_bb7a9f6e05b71dd1aeeeg-047-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-048.jpg?height=478&width=1380&top_left_y=1536&top_left_x=104,2025_05_05_bb7a9f6e05b71dd1aeeeg-048-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-048.jpg?height=176&width=1146&top_left_y=497&top_left_x=1500,2025_05_05_bb7a9f6e05b71dd1aeeeg-048-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-048.jpg?height=206&width=1248&top_left_y=1161&top_left_x=1558,2025_05_05_bb7a9f6e05b71dd1aeeeg-048-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-048.jpg?height=363&width=1092&top_left_y=1241&top_left_x=1770,2025_05_05_bb7a9f6e05b71dd1aeeeg-048-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-051.jpg?height=377&width=430&top_left_y=915&top_left_x=1791,2025_05_05_bb7a9f6e05b71dd1aeeeg-051-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-052.jpg?height=232&width=549&top_left_y=529&top_left_x=285,2025_05_05_bb7a9f6e05b71dd1aeeeg-052-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-052.jpg?height=445&width=392&top_left_y=247&top_left_x=1616,2025_05_05_bb7a9f6e05b71dd1aeeeg-052-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-053.jpg?height=415&width=452&top_left_y=1217&top_left_x=617,2025_05_05_bb7a9f6e05b71dd1aeeeg-053-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-053.jpg?height=470&width=683&top_left_y=820&top_left_x=1754,2025_05_05_bb7a9f6e05b71dd1aeeeg-053-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-054.jpg?height=392&width=795&top_left_y=1049&top_left_x=236,2025_05_05_bb7a9f6e05b71dd1aeeeg-054-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-054.jpg?height=896&width=1026&top_left_y=398&top_left_x=1679,2025_05_05_bb7a9f6e05b71dd1aeeeg-054-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-055.jpg?height=295&width=434&top_left_y=1560&top_left_x=387,2025_05_05_bb7a9f6e05b71dd1aeeeg-055-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-058.jpg?height=303&width=1180&top_left_y=773&top_left_x=249,2025_05_05_bb7a9f6e05b71dd1aeeeg-058-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-058.jpg?height=560&width=1418&top_left_y=1286&top_left_x=1457,2025_05_05_bb7a9f6e05b71dd1aeeeg-058-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-059.jpg?height=515&width=1198&top_left_y=134&top_left_x=184,2025_05_05_bb7a9f6e05b71dd1aeeeg-059-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-059.jpg?height=546&width=1181&top_left_y=633&top_left_x=219,2025_05_05_bb7a9f6e05b71dd1aeeeg-059-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-059.jpg?height=131&width=474&top_left_y=1366&top_left_x=188,2025_05_05_bb7a9f6e05b71dd1aeeeg-059-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-059.jpg?height=318&width=676&top_left_y=1616&top_left_x=147,2025_05_05_bb7a9f6e05b71dd1aeeeg-059-4.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-059.jpg?height=303&width=541&top_left_y=1377&top_left_x=878,2025_05_05_bb7a9f6e05b71dd1aeeeg-059-5.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-061.jpg?height=900&width=1026&top_left_y=825&top_left_x=300,2025_05_05_bb7a9f6e05b71dd1aeeeg-061-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-061.jpg?height=1805&width=1380&top_left_y=93&top_left_x=1495,2025_05_05_bb7a9f6e05b71dd1aeeeg-061-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-062.jpg?height=1205&width=1067&top_left_y=706&top_left_x=343,2025_05_05_bb7a9f6e05b71dd1aeeeg-062-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-063.jpg?height=594&width=1257&top_left_y=710&top_left_x=192,2025_05_05_bb7a9f6e05b71dd1aeeeg-063-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-063.jpg?height=601&width=1090&top_left_y=326&top_left_x=1647,2025_05_05_bb7a9f6e05b71dd1aeeeg-063-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-064.jpg?height=639&width=541&top_left_y=993&top_left_x=1601,2025_05_05_bb7a9f6e05b71dd1aeeeg-064-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-065.jpg?height=1265&width=1328&top_left_y=602&top_left_x=182,2025_05_05_bb7a9f6e05b71dd1aeeeg-065-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-066.jpg?height=818&width=1086&top_left_y=1127&top_left_x=307,2025_05_05_bb7a9f6e05b71dd1aeeeg-066-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-068.jpg?height=716&width=1175&top_left_y=712&top_left_x=240,2025_05_05_bb7a9f6e05b71dd1aeeeg-068-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-069.jpg?height=1056&width=1284&top_left_y=98&top_left_x=1498,2025_05_05_bb7a9f6e05b71dd1aeeeg-069-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-071.jpg?height=1017&width=1053&top_left_y=876&top_left_x=1621,2025_05_05_bb7a9f6e05b71dd1aeeeg-071-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-072.jpg?height=49&width=1261&top_left_y=900&top_left_x=182,2025_05_05_bb7a9f6e05b71dd1aeeeg-072-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-072.jpg?height=523&width=825&top_left_y=1066&top_left_x=423,2025_05_05_bb7a9f6e05b71dd1aeeeg-072-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-072.jpg?height=624&width=922&top_left_y=527&top_left_x=1765,2025_05_05_bb7a9f6e05b71dd1aeeeg-072-3.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-073.jpg?height=564&width=1142&top_left_y=531&top_left_x=361,2025_05_05_bb7a9f6e05b71dd1aeeeg-073-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-073.jpg?height=258&width=1030&top_left_y=1668&top_left_x=279,2025_05_05_bb7a9f6e05b71dd1aeeeg-073-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-078.jpg?height=377&width=1008&top_left_y=848&top_left_x=1759,2025_05_05_bb7a9f6e05b71dd1aeeeg-078-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-080.jpg?height=322&width=776&top_left_y=1640&top_left_x=436,2025_05_05_bb7a9f6e05b71dd1aeeeg-080-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-080.jpg?height=359&width=612&top_left_y=380&top_left_x=1916,2025_05_05_bb7a9f6e05b71dd1aeeeg-080-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-081.jpg?height=408&width=639&top_left_y=482&top_left_x=456,2025_05_05_bb7a9f6e05b71dd1aeeeg-081-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-083.jpg?height=654&width=873&top_left_y=720&top_left_x=436,2025_05_05_bb7a9f6e05b71dd1aeeeg-083-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-084.jpg?height=303&width=329&top_left_y=445&top_left_x=190,2025_05_05_bb7a9f6e05b71dd1aeeeg-084-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-085.jpg?height=1585&width=1321&top_left_y=393&top_left_x=182,2025_05_05_bb7a9f6e05b71dd1aeeeg-085-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-086.jpg?height=1045&width=1202&top_left_y=961&top_left_x=294,2025_05_05_bb7a9f6e05b71dd1aeeeg-086-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-089.jpg?height=542&width=874&top_left_y=1317&top_left_x=1826,2025_05_05_bb7a9f6e05b71dd1aeeeg-089-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-091.jpg?height=724&width=691&top_left_y=100&top_left_x=318,2025_05_05_bb7a9f6e05b71dd1aeeeg-091-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-092.jpg?height=884&width=893&top_left_y=557&top_left_x=1880,2025_05_05_bb7a9f6e05b71dd1aeeeg-092-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-093.jpg?height=1179&width=843&top_left_y=723&top_left_x=436,2025_05_05_bb7a9f6e05b71dd1aeeeg-093-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-095.jpg?height=546&width=899&top_left_y=935&top_left_x=1780,2025_05_05_bb7a9f6e05b71dd1aeeeg-095-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-096.jpg?height=1450&width=978&top_left_y=497&top_left_x=303,2025_05_05_bb7a9f6e05b71dd1aeeeg-096-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-097.jpg?height=869&width=869&top_left_y=1124&top_left_x=423,2025_05_05_bb7a9f6e05b71dd1aeeeg-097-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-099.jpg?height=381&width=344&top_left_y=369&top_left_x=544,2025_05_05_bb7a9f6e05b71dd1aeeeg-099-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-099.jpg?height=407&width=214&top_left_y=348&top_left_x=1004,2025_05_05_bb7a9f6e05b71dd1aeeeg-099-2.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-100.jpg?height=199&width=1183&top_left_y=154&top_left_x=1638,2025_05_05_bb7a9f6e05b71dd1aeeeg-100-1.jpg
https://cdn.mathpix.com/cropped/2025_05_05_bb7a9f6e05b71dd1aeeeg-100.jpg?height=303&width=829&top_left_y=1056&top_left_x=1763,2025_05_05_bb7a9f6e05b71dd1aeeeg-100-2.jpg
